Date,City,Locality,Avg_Price_sqft,Avg_Sale_Price,Demand_Index,Growth_%
2020-06-14,Bengaluru,HSR Layout,10660.0,32470360,96,6.32
2020-06-15,Hyderabad,Kukatpally,8703.0,42949305,47,8.05
2020-06-16,Chennai,Anna Nagar,12853.0,15886308,95,7.25
2020-06-17,Pune,Wakad,12081.0,49048860,95,10.09
2020-06-18,Hyderabad,Gachibowli,6001.0,12134022,56,1.61
2020-06-19,Hyderabad,Kukatpally,7021.0,8347969,47,3.34
2020-06-20,Bengaluru,HSR Layout,7176.0,20322432,59,2.69
2020-06-21,Chennai,Adyar,5829.0,13540767,50,-1.62
2020-06-22,Hyderabad,Kondapur,4877.0,10431903,50,10.8
2020-06-23,Mumbai,Thane,4195.0,18923645,79,10.04
2020-06-24,Chennai,Velachery,12520.0,61761160,57,3.58
2020-06-25,Hyderabad,Jubilee Hills,7366.0,32822896,57,2.56
2020-06-26,Mumbai,Powai,9388.0,19226624,57,0.88
2020-06-27,Bengaluru,HSR Layout,7221.0,23930394,41,-1.37
2020-06-28,Pune,Kharadi,6355.0,16287865,46,2.85
2020-06-29,Bengaluru,Indiranagar,9095.0,18280950,73,6.43
2020-06-30,Hyderabad,Jubilee Hills,12599.0,28914705,89,6.24
2020-07-01,Mumbai,Andheri,14612.0,42827772,49,3.57
2020-07-02,Bengaluru,Electronic City,6758.0,30133922,76,-0.3
2020-07-03,Chennai,Velachery,10827.0,26093070,74,11.58
2020-07-04,Hyderabad,Miyapur,13120.0,42403840,55,10.32
2020-07-05,Chennai,OMR,4267.0,10070120,48,10.6
2020-07-06,Chennai,Anna Nagar,10531.0,39407002,50,6.15
2020-07-07,Pune,Kharadi,5274.0,9466830,72,5.31
2020-07-08,Mumbai,Thane,4386.0,14443098,90,4.76
2020-07-09,Bengaluru,Indiranagar,14742.0,14624064,56,3.19
2020-07-10,Mumbai,Bandra,10022.0,41751652,62,-0.32
2020-07-11,Chennai,OMR,14428.0,11628968,72,-0.22
2020-07-12,Chennai,Velachery,5464.0,13714640,87,1.85
2020-07-13,Hyderabad,Madhapur,7413.0,5871096,49,12.3
2020-07-14,Bengaluru,HSR Layout,8167.0,12046325,72,13.6
2020-07-15,Pune,Hinjewadi,9213.0,42564060,57,5.21
2020-07-16,Hyderabad,Kukatpally,11530.0,34924370,82,2.26
2020-07-17,Chennai,Anna Nagar,12138.0,30660588,84,4.79
2020-07-18,Chennai,Anna Nagar,5762.0,8683334,52,-1.76
2020-07-19,Pune,Hinjewadi,10096.0,11448864,75,10.89
2020-07-20,Mumbai,Andheri,5934.0,15974328,58,4.61
2020-07-21,Chennai,OMR,6173.0,30006953,77,-0.77
2020-07-22,Hyderabad,Banjara Hills,8499.0,33214092,71,7.08
2020-07-23,Hyderabad,Jubilee Hills,9344.0,21351040,84,6.62
2020-07-24,Bengaluru,HSR Layout,5779.0,9188610,73,2.75
2020-07-25,Bengaluru,Indiranagar,8098.0,30602342,82,14.34
2020-07-26,Bengaluru,Electronic City,14478.0,62183010,89,5.8
2020-07-27,Hyderabad,Kukatpally,8664.0,12918024,42,11.85
2020-07-28,Mumbai,Bandra,11582.0,13736252,62,8.06
2020-07-29,Mumbai,Powai,11010.0,38028540,47,7.64
2020-07-30,Chennai,Adyar,7564.0,20929588,81,2.14
2020-07-31,Chennai,Adyar,13558.0,44619378,50,1.67
2020-08-01,Pune,Kharadi,9447.0,26272107,46,2.17
2020-08-02,Hyderabad,Kukatpally,6644.0,11520696,49,6.52
2020-08-03,Pune,Kharadi,12144.0,54538704,94,10.65
2020-08-04,Mumbai,Bandra,7376.0,20210240,73,5.38
2020-08-05,Pune,Kharadi,11734.0,49810830,56,6.1
2020-08-06,Hyderabad,Gachibowli,12498.0,35494320,63,3.41
2020-08-07,Mumbai,Thane,5898.0,8257200,63,13.77
2020-08-08,Bengaluru,Indiranagar,6689.0,30127256,91,12.06
2020-08-09,Hyderabad,Banjara Hills,5757.0,7046568,75,6.52
2020-08-10,Hyderabad,Madhapur,9745.0,35120980,79,8.1
2020-08-11,Mumbai,Bandra,5712.0,8031072,93,0.25
2020-08-12,Bengaluru,HSR Layout,12722.0,10317542,87,8.51
2020-08-13,Pune,Baner,8807.0,17332176,57,4.43
2020-08-14,Bengaluru,Electronic City,11025.0,16912350,49,-1.02
2020-08-15,Mumbai,Bandra,5406.0,2935458,57,0.78
2020-08-16,Hyderabad,Kondapur,12723.0,35204541,84,9.78
2020-08-17,Chennai,Adyar,8837.0,5478940,49,2.32
2020-08-18,Bengaluru,HSR Layout,5822.0,26426058,100,6.93
2020-08-19,Hyderabad,Kukatpally,7088.0,15076176,79,1.42
2020-08-20,Mumbai,Andheri,14040.0,46402200,58,1.9
2020-08-21,Chennai,Anna Nagar,11737.0,24882440,51,7.79
2020-08-22,Pune,Wakad,13999.0,30755803,58,4.64
2020-08-23,Hyderabad,Jubilee Hills,12752.0,34137104,60,4.49
2020-08-24,Mumbai,Thane,7734.0,9497352,88,13.16
2020-08-25,Chennai,OMR,6380.0,6297060,66,7.81
2020-08-26,Pune,Hinjewadi,10374.0,31941546,79,4.28
2020-08-27,Pune,Wakad,5841.0,21816135,97,7.47
2020-08-28,Bengaluru,HSR Layout,13151.0,17622340,42,11.5
2020-08-29,Hyderabad,Kukatpally,6591.0,31182021,63,-0.21
2020-08-30,Mumbai,Bandra,7066.0,3631924,72,13.13
2020-08-31,Chennai,OMR,9279.0,9176931,76,9.59
2020-09-01,Pune,Kharadi,6441.0,28404810,80,-2.0
2020-09-02,Chennai,Velachery,4917.0,6111831,64,10.68
2020-09-03,Chennai,OMR,5193.0,14924682,92,9.97
2020-09-04,Bengaluru,Electronic City,6726.0,18503226,68,0.54
2020-09-05,Pune,Hinjewadi,12227.0,27241756,61,8.09
2020-09-06,Chennai,Anna Nagar,11668.0,28819960,60,2.33
2020-09-07,Hyderabad,Kukatpally,14751.0,46642662,42,12.98
2020-09-08,Mumbai,Andheri,9381.0,21510633,59,11.65
2020-09-09,Pune,Wakad,9888.0,42548064,88,-1.78
2020-09-10,Mumbai,Thane,11205.0,19911285,94,4.7
2020-09-11,Bengaluru,Whitefield,12165.0,52467645,84,12.28
2020-09-12,Pune,Kharadi,12185.0,50116905,92,7.35
2020-09-13,Bengaluru,Electronic City,6313.0,10296503,92,4.68
2020-09-14,Pune,Wakad,13541.0,57616955,97,14.24
2020-09-15,Hyderabad,Banjara Hills,10225.0,41452150,65,12.14
2020-09-16,Chennai,Velachery,7198.0,27395588,46,14.81
2020-09-17,Bengaluru,Whitefield,4317.0,15148353,60,2.38
2020-09-18,Hyderabad,Miyapur,13109.0,14039739,51,13.54
2020-09-19,Bengaluru,Whitefield,14885.0,41097485,40,1.41
2020-09-20,Bengaluru,HSR Layout,7625.0,27358500,47,9.45
2020-09-21,Chennai,Velachery,5482.0,17750716,48,7.57
2020-09-22,Hyderabad,Kukatpally,5245.0,8486410,71,10.97
2020-09-23,Chennai,Adyar,14744.0,13358064,89,8.91
2020-09-24,Hyderabad,Gachibowli,4934.0,3695566,93,1.56
2020-09-25,Pune,Kharadi,8877.0,43550562,93,3.21
2020-09-26,Chennai,OMR,10677.0,7986396,74,11.46
2020-09-27,Bengaluru,HSR Layout,7907.0,10919567,44,13.08
2020-09-28,Mumbai,Bandra,9947.0,30228933,88,13.69
2020-09-29,Bengaluru,Whitefield,10053.0,44383995,85,4.3
2020-09-30,Mumbai,Powai,6934.0,28630486,40,9.69
2020-10-01,Hyderabad,Jubilee Hills,7555.0,35795590,94,3.78
2020-10-02,Chennai,Anna Nagar,8951.0,13095313,88,2.25
2020-10-03,Pune,Kharadi,6502.0,6775084,40,3.01
2020-10-04,Chennai,Adyar,6931.0,26337800,77,-0.61
2020-10-05,Hyderabad,Banjara Hills,13849.0,27240983,52,7.41
2020-10-06,Hyderabad,Madhapur,7264.0,31140768,82,14.21
2020-10-07,Bengaluru,Electronic City,13557.0,38420538,100,1.05
2020-10-08,Hyderabad,Banjara Hills,14778.0,44245332,46,13.93
2020-10-09,Bengaluru,HSR Layout,5436.0,11796120,77,0.81
2020-10-10,Pune,Hinjewadi,12101.0,24928060,80,1.23
2020-10-11,Chennai,Adyar,9200.0,43976000,62,7.37
2020-10-12,Chennai,Anna Nagar,6314.0,28482454,73,0.75
2020-10-13,Hyderabad,Kukatpally,6001.0,14894482,81,14.14
2020-10-14,Chennai,OMR,11294.0,41550626,50,4.98
2020-10-15,Chennai,OMR,6769.0,26663091,86,1.22
2020-10-16,Hyderabad,Banjara Hills,4043.0,5352932,68,2.69
2020-10-17,Chennai,Velachery,4517.0,2705683,92,11.38
2020-10-18,Hyderabad,Kondapur,10070.0,45617100,54,5.51
2020-10-19,Chennai,Anna Nagar,8669.0,9882660,72,5.55
2020-10-20,Chennai,Anna Nagar,12203.0,12117579,42,-1.55
2020-10-21,Bengaluru,Indiranagar,8800.0,32445600,80,9.23
2020-10-22,Hyderabad,Banjara Hills,5914.0,20976958,76,6.59
2020-10-23,Hyderabad,Kukatpally,10789.0,25462040,79,5.82
2020-10-24,Bengaluru,HSR Layout,11264.0,38106112,57,14.23
2020-10-25,Bengaluru,HSR Layout,8843.0,17473768,80,8.61
2020-10-26,Mumbai,Bandra,8076.0,23791896,56,0.09
2020-10-27,Chennai,OMR,14003.0,51755088,80,7.27
2020-10-28,Chennai,Anna Nagar,13064.0,28388072,58,-1.26
2020-10-29,Hyderabad,Kondapur,10078.0,25094220,93,0.35
2020-10-30,Pune,Kharadi,14562.0,63752436,76,7.75
2020-10-31,Chennai,OMR,14869.0,64159735,50,1.71
2020-11-01,Mumbai,Bandra,13939.0,36840777,64,-0.39
2020-11-02,Bengaluru,Whitefield,5773.0,6812140,69,13.91
2020-11-03,Bengaluru,Indiranagar,6012.0,27655200,63,10.36
2020-11-04,Hyderabad,Jubilee Hills,11236.0,36000144,67,7.55
2020-11-05,Pune,Kharadi,10283.0,24370710,53,0.32
2020-11-06,Hyderabad,Madhapur,10116.0,23195988,94,10.55
2020-11-07,Mumbai,Powai,13177.0,15245789,70,-0.41
2020-11-08,Pune,Wakad,6018.0,10332906,58,12.42
2020-11-09,Hyderabad,Gachibowli,6998.0,12939302,69,13.04
2020-11-10,Bengaluru,Whitefield,8275.0,7042025,72,4.54
2020-11-11,Chennai,Velachery,11993.0,39960676,99,14.08
2020-11-12,Pune,Wakad,4831.0,12526783,98,10.25
2020-11-13,Hyderabad,Kondapur,10467.0,6322068,51,11.53
2020-11-14,Mumbai,Thane,6862.0,17292240,87,9.7
2020-11-15,Chennai,Anna Nagar,5036.0,4104340,98,10.63
2020-11-16,Hyderabad,Gachibowli,7427.0,19733539,61,-0.6
2020-11-17,Chennai,Anna Nagar,13346.0,64554602,44,7.04
2020-11-18,Hyderabad,Kukatpally,6876.0,27304596,85,2.1
2020-11-19,Pune,Baner,6728.0,3787864,59,3.52
2020-11-20,Pune,Hinjewadi,7610.0,22845220,76,0.28
2020-11-21,Mumbai,Bandra,9014.0,40076244,100,4.27
2020-11-22,Chennai,Velachery,10677.0,19859220,40,12.12
2020-11-23,Pune,Wakad,9091.0,38864025,77,9.49
2020-11-24,Chennai,Anna Nagar,14189.0,39175829,84,-0.2
2020-11-25,Mumbai,Bandra,7307.0,18662078,69,2.58
2020-11-26,Bengaluru,HSR Layout,10121.0,12054111,71,1.59
2020-11-27,Mumbai,Bandra,14955.0,33992715,49,10.34
2020-11-28,Chennai,Velachery,4772.0,16558840,62,4.94
2020-11-29,Bengaluru,Indiranagar,5005.0,4414410,84,14.51
2020-11-30,Mumbai,Powai,13198.0,34077236,53,8.5
2020-12-01,Mumbai,Thane,6204.0,8319564,41,3.03
2020-12-02,Hyderabad,Jubilee Hills,6854.0,10623700,42,12.79
2020-12-03,Pune,Hinjewadi,11924.0,21892464,90,1.61
2020-12-04,Chennai,OMR,9355.0,20683905,43,13.75
2020-12-05,Bengaluru,Electronic City,11868.0,8141448,89,0.31
2020-12-06,Bengaluru,HSR Layout,7173.0,11971737,68,9.55
2020-12-07,Chennai,OMR,7117.0,7985274,78,0.81
2020-12-08,Mumbai,Thane,13519.0,62241476,82,9.56
2020-12-09,Pune,Hinjewadi,10806.0,49296972,59,6.42
2020-12-10,Chennai,OMR,13265.0,32817610,63,-0.17
2020-12-11,Pune,Kharadi,8124.0,10187496,99,0.06
2020-12-12,Mumbai,Powai,6042.0,16506744,76,0.72
2020-12-13,Hyderabad,Kukatpally,11021.0,44910575,87,8.4
2020-12-14,Hyderabad,Jubilee Hills,5920.0,4812960,53,7.16
2020-12-15,Bengaluru,Whitefield,12846.0,28492428,51,2.56
2020-12-16,Pune,Baner,9470.0,5227440,50,8.18
2020-12-17,Mumbai,Andheri,8241.0,35815386,53,8.67
2020-12-18,Bengaluru,Indiranagar,4014.0,6655212,47,1.18
2020-12-19,Hyderabad,Kukatpally,13031.0,12627039,57,4.44
2020-12-20,Bengaluru,Indiranagar,6811.0,8936032,56,8.51
2020-12-21,Mumbai,Andheri,5750.0,9464500,66,5.83
2020-12-22,Hyderabad,Jubilee Hills,10115.0,38740450,88,-1.03
2020-12-23,Chennai,Anna Nagar,4658.0,13321880,100,10.07
2020-12-24,Bengaluru,Electronic City,6635.0,12215035,55,12.12
2020-12-25,Chennai,Velachery,6447.0,10315200,81,4.16
2020-12-26,Chennai,Adyar,11654.0,35171772,51,-0.89
2020-12-27,Pune,Baner,12449.0,13569410,45,10.47
2020-12-28,Pune,Hinjewadi,13638.0,37218102,65,4.72
2020-12-29,Chennai,Velachery,6862.0,8282434,82,7.27
2020-12-30,Mumbai,Andheri,6077.0,15344425,99,-1.46
2020-12-31,Pune,Hinjewadi,4972.0,22617628,62,12.43
2021-01-01,Chennai,Adyar,11720.0,19150480,88,10.99
2021-01-02,Mumbai,Andheri,5807.0,16567371,94,10.18
2021-01-03,Chennai,Velachery,14737.0,12496976,60,-1.01
2021-01-04,Mumbai,Andheri,6931.0,29844886,53,12.65
2021-01-05,Pune,Baner,9452.0,41201268,94,3.54
2021-01-06,Hyderabad,Kukatpally,12508.0,33659028,48,13.54
2021-01-07,Chennai,Anna Nagar,4699.0,12320778,79,6.75
2021-01-08,Pune,Hinjewadi,13339.0,35508418,58,3.05
2021-01-09,Mumbai,Powai,9436.0,14314412,58,1.42
2021-01-10,Hyderabad,Kukatpally,11331.0,40021092,53,14.12
2021-01-11,Chennai,Anna Nagar,7628.0,8802712,43,12.57
2021-01-12,Bengaluru,Electronic City,4285.0,17675625,56,10.22
2021-01-13,Bengaluru,HSR Layout,9066.0,14034168,68,-0.92
2021-01-14,Chennai,OMR,5127.0,9069663,56,12.29
2021-01-15,Mumbai,Powai,6323.0,19247212,63,0.23
2021-01-16,Hyderabad,Banjara Hills,8950.0,6086000,73,0.73
2021-01-17,Pune,Baner,9364.0,31434948,54,3.86
2021-01-18,Mumbai,Bandra,13464.0,46585440,93,11.99
2021-01-19,Chennai,Adyar,7552.0,16569088,99,2.47
2021-01-20,Hyderabad,Madhapur,11624.0,46193776,43,3.33
2021-01-21,Hyderabad,Jubilee Hills,4705.0,17869590,83,2.09
2021-01-22,Mumbai,Powai,13081.0,59780170,53,0.2
2021-01-23,Bengaluru,Whitefield,12927.0,35200221,87,-0.53
2021-01-24,Pune,Baner,9632.0,17742144,66,3.25
2021-01-25,Hyderabad,Kondapur,11110.0,28919330,92,0.5
2021-01-26,Chennai,Adyar,7572.0,5300400,95,11.18
2021-01-27,Mumbai,Thane,7151.0,23283656,63,7.76
2021-01-28,Bengaluru,Electronic City,5368.0,11616352,49,7.34
2021-01-29,Pune,Kharadi,5218.0,10065522,61,5.6
2021-01-30,Bengaluru,HSR Layout,8666.0,39594954,45,7.28
2021-01-31,Bengaluru,Indiranagar,8531.0,9187887,89,9.24
2021-02-01,Hyderabad,Kondapur,9374.0,12289314,88,0.85
2021-02-02,Hyderabad,Kondapur,7539.0,35727321,82,-0.67
2021-02-03,Mumbai,Powai,6954.0,14839836,41,11.18
2021-02-04,Mumbai,Thane,7470.0,21565890,75,14.84
2021-02-05,Mumbai,Powai,7953.0,34865952,99,2.94
2021-02-06,Chennai,Anna Nagar,5198.0,20365764,59,0.79
2021-02-07,Chennai,Adyar,5521.0,22393176,94,2.01
2021-02-08,Bengaluru,Indiranagar,5238.0,8611272,74,2.25
2021-02-09,Hyderabad,Madhapur,5324.0,26210052,94,3.67
2021-02-10,Mumbai,Thane,8862.0,17085936,56,2.94
2021-02-11,Pune,Kharadi,11007.0,26438814,79,8.29
2021-02-12,Pune,Wakad,11031.0,39722631,45,3.36
2021-02-13,Pune,Baner,4043.0,3088852,68,7.62
2021-02-14,Bengaluru,Electronic City,9298.0,11957228,93,14.05
2021-02-15,Pune,Baner,10264.0,28523656,93,3.16
2021-02-16,Mumbai,Powai,9890.0,19216270,54,-0.47
2021-02-17,Mumbai,Powai,9058.0,22110578,62,10.69
2021-02-18,Hyderabad,Miyapur,4941.0,5963787,44,12.7
2021-02-19,Pune,Hinjewadi,10901.0,11206228,77,11.22
2021-02-20,Hyderabad,Kukatpally,7028.0,7344260,64,3.56
2021-02-21,Bengaluru,HSR Layout,13691.0,67250192,91,5.04
2021-02-22,Hyderabad,Jubilee Hills,14435.0,61536405,75,7.01
2021-02-23,Bengaluru,Whitefield,7179.0,25815684,46,5.72
2021-02-24,Hyderabad,Gachibowli,5566.0,13224816,70,-1.19
2021-02-25,Bengaluru,Indiranagar,11694.0,22908546,69,11.99
2021-02-26,Hyderabad,Madhapur,7739.0,38253877,51,12.31
2021-02-27,Hyderabad,Banjara Hills,10485.0,31780035,51,13.06
2021-02-28,Hyderabad,Miyapur,13614.0,21224226,52,14.14
2021-03-01,Mumbai,Powai,10830.0,17035590,62,14.78
2021-03-02,Chennai,Adyar,14304.0,66084480,83,3.18
2021-03-03,Bengaluru,HSR Layout,4408.0,20215088,81,13.84
2021-03-04,Chennai,Anna Nagar,10531.0,31361318,70,11.1
2021-03-05,Mumbai,Powai,14416.0,10869664,48,5.74
2021-03-06,Mumbai,Thane,11091.0,48024030,52,7.57
2021-03-07,Mumbai,Andheri,6937.0,17224571,46,0.45
2021-03-08,Bengaluru,Electronic City,9488.0,40722496,85,0.14
2021-03-09,Hyderabad,Miyapur,14185.0,70400155,67,6.54
2021-03-10,Chennai,Velachery,9319.0,46529767,40,-1.59
2021-03-11,Bengaluru,Indiranagar,8574.0,26262162,68,8.96
2021-03-12,Hyderabad,Miyapur,10267.0,31334884,100,7.46
2021-03-13,Hyderabad,Kondapur,8104.0,18282624,82,10.89
2021-03-14,Hyderabad,Kukatpally,12993.0,64679154,42,0.34
2021-03-15,Hyderabad,Banjara Hills,5460.0,9822540,81,7.1
2021-03-16,Hyderabad,Kondapur,14126.0,7500906,60,6.61
2021-03-17,Bengaluru,Electronic City,5157.0,18431118,52,8.48
2021-03-18,Pune,Baner,7357.0,36711430,81,13.26
2021-03-19,Mumbai,Bandra,4864.0,23206144,78,-0.08
2021-03-20,Mumbai,Powai,12860.0,12371320,80,4.59
2021-03-21,Bengaluru,Electronic City,10322.0,44467176,40,5.88
2021-03-22,Bengaluru,Electronic City,10178.0,43989316,56,0.84
2021-03-23,Chennai,Anna Nagar,11536.0,49258720,97,12.82
2021-03-24,Mumbai,Bandra,7559.0,34552189,86,14.03
2021-03-25,Bengaluru,HSR Layout,8528.0,9611056,91,13.52
2021-03-26,Bengaluru,Whitefield,5615.0,11089625,49,1.37
2021-03-27,Bengaluru,HSR Layout,5870.0,20046050,81,-1.41
2021-03-28,Chennai,Adyar,9427.0,34700787,92,10.46
2021-03-29,Mumbai,Bandra,8162.0,33047938,60,2.33
2021-03-30,Bengaluru,Whitefield,12916.0,62590936,90,4.14
2021-03-31,Mumbai,Thane,10873.0,32923444,92,12.7
2021-04-01,Hyderabad,Madhapur,6204.0,9777504,73,2.35
2021-04-02,Bengaluru,HSR Layout,7055.0,32255460,54,13.98
2021-04-03,Bengaluru,HSR Layout,5276.0,9560112,95,3.83
2021-04-04,Chennai,Anna Nagar,14837.0,27700679,99,4.15
2021-04-05,Hyderabad,Madhapur,5521.0,25103987,83,4.12
2021-04-06,Pune,Kharadi,8998.0,42173626,45,14.71
2021-04-07,Bengaluru,Whitefield,10949.0,34478401,75,10.01
2021-04-08,Bengaluru,Electronic City,8674.0,25336754,73,12.71
2021-04-09,Chennai,Anna Nagar,13820.0,20039000,69,4.2
2021-04-10,Hyderabad,Jubilee Hills,12328.0,41680968,76,8.9
2021-04-11,Mumbai,Andheri,4021.0,2870994,74,0.9
2021-04-12,Pune,Kharadi,5339.0,9140368,63,2.32
2021-04-13,Chennai,Adyar,12640.0,45112160,57,-1.33
2021-04-14,Hyderabad,Miyapur,12523.0,60711504,45,6.85
2021-04-15,Hyderabad,Jubilee Hills,9155.0,35823515,72,-1.96
2021-04-16,Mumbai,Andheri,11918.0,11000314,92,13.42
2021-04-17,Mumbai,Powai,12257.0,17588795,92,4.06
2021-04-18,Chennai,Anna Nagar,13529.0,30792004,53,12.4
2021-04-19,Mumbai,Powai,4830.0,18011070,44,8.32
2021-04-20,Mumbai,Andheri,11398.0,6713422,57,9.38
2021-04-21,Mumbai,Powai,5730.0,3684390,82,12.73
2021-04-22,Pune,Wakad,9066.0,13109436,81,13.64
2021-04-23,Mumbai,Powai,10723.0,25692308,79,8.88
2021-04-24,Hyderabad,Kondapur,10350.0,23411700,43,5.07
2021-04-25,Pune,Wakad,9462.0,11430096,78,0.63
2021-04-26,Pune,Baner,11124.0,20112192,53,10.32
2021-04-27,Hyderabad,Madhapur,7641.0,13547493,89,8.2
2021-04-28,Chennai,Velachery,8952.0,17760768,87,4.3
2021-04-29,Bengaluru,Whitefield,10213.0,42925239,90,4.49
2021-04-30,Pune,Wakad,14728.0,17909248,91,14.41
2021-05-01,Hyderabad,Miyapur,11578.0,15282960,98,14.59
2021-05-02,Hyderabad,Kukatpally,10306.0,22796872,41,0.53
2021-05-03,Mumbai,Andheri,11442.0,43262202,50,9.61
2021-05-04,Hyderabad,Madhapur,7125.0,16629750,88,13.16
2021-05-05,Bengaluru,HSR Layout,7845.0,5122785,96,11.07
2021-05-06,Hyderabad,Madhapur,12208.0,22523760,80,3.95
2021-05-07,Mumbai,Powai,5249.0,18256022,77,14.73
2021-05-08,Mumbai,Bandra,14817.0,24862926,55,13.67
2021-05-09,Mumbai,Andheri,10701.0,9770013,83,13.86
2021-05-10,Mumbai,Thane,12317.0,37246608,63,13.89
2021-05-11,Bengaluru,Indiranagar,14113.0,55986271,47,4.49
2021-05-12,Chennai,OMR,10142.0,35020326,56,6.29
2021-05-13,Hyderabad,Gachibowli,13305.0,38291790,64,4.38
2021-05-14,Mumbai,Bandra,9716.0,25319896,89,10.99
2021-05-15,Pune,Baner,12014.0,40126760,83,1.12
2021-05-16,Bengaluru,HSR Layout,10614.0,35312778,54,2.05
2021-05-17,Chennai,OMR,11381.0,5758786,53,-0.62
2021-05-18,Mumbai,Andheri,5287.0,17277916,83,13.74
2021-05-19,Pune,Wakad,14164.0,62477404,54,-1.83
2021-05-20,Chennai,OMR,11146.0,33304248,74,13.15
2021-05-21,Pune,Kharadi,7774.0,12757134,43,7.71
2021-05-22,Hyderabad,Miyapur,9613.0,13304392,67,10.47
2021-05-23,Bengaluru,HSR Layout,7102.0,14658528,56,11.79
2021-05-24,Hyderabad,Miyapur,10228.0,29835076,52,2.57
2021-05-25,Chennai,Anna Nagar,9699.0,15499002,85,10.56
2021-05-26,Pune,Hinjewadi,6075.0,17064675,58,3.59
2021-05-27,Hyderabad,Kondapur,8764.0,13549144,100,3.83
2021-05-28,Bengaluru,Whitefield,4530.0,11904840,59,1.09
2021-05-29,Mumbai,Bandra,11244.0,34080564,76,11.34
2021-05-30,Mumbai,Andheri,13437.0,52498359,41,2.77
2021-05-31,Pune,Hinjewadi,12043.0,49171569,75,5.01
2021-06-01,Chennai,Adyar,5995.0,17133710,86,9.24
2021-06-02,Mumbai,Powai,14975.0,32316050,79,8.32
2021-06-03,Pune,Kharadi,10293.0,41367567,52,-1.64
2021-06-04,Chennai,Adyar,8711.0,14739012,67,3.08
2021-06-05,Pune,Baner,6065.0,8709340,63,-0.15
2021-06-06,Bengaluru,HSR Layout,4183.0,9696194,91,8.38
2021-06-07,Hyderabad,Banjara Hills,4436.0,7563380,92,-1.49
2021-06-08,Chennai,Velachery,13876.0,51063680,68,3.04
2021-06-09,Pune,Hinjewadi,11741.0,23634633,47,-1.49
2021-06-10,Chennai,Anna Nagar,10814.0,32085138,67,0.49
2021-06-11,Hyderabad,Kukatpally,7302.0,11931468,40,9.74
2021-06-12,Mumbai,Bandra,12091.0,42741685,44,0.51
2021-06-13,Bengaluru,Indiranagar,4494.0,6251154,99,14.5
2021-06-14,Hyderabad,Kondapur,8120.0,17157560,69,0.17
2021-06-15,Bengaluru,HSR Layout,5922.0,10073322,70,13.38
2021-06-16,Chennai,Anna Nagar,10493.0,37512475,84,11.4
2021-06-17,Pune,Wakad,6099.0,21944202,91,8.8
2021-06-18,Pune,Hinjewadi,12508.0,27717728,44,7.63
2021-06-19,Bengaluru,Indiranagar,13267.0,51568829,84,11.8
2021-06-20,Hyderabad,Miyapur,4687.0,6139970,74,12.17
2021-06-21,Chennai,Adyar,4475.0,10247750,49,0.12
2021-06-22,Mumbai,Bandra,9424.0,16878384,48,8.15
2021-06-23,Hyderabad,Gachibowli,5581.0,22882100,100,12.65
2021-06-24,Bengaluru,Electronic City,4083.0,6777780,78,14.92
2021-06-25,Pune,Kharadi,5262.0,22789722,58,10.68
2021-06-26,Mumbai,Thane,7369.0,22917590,88,-1.07
2021-06-27,Bengaluru,Electronic City,9063.0,34684101,55,7.79
2021-06-28,Mumbai,Bandra,9824.0,9244384,97,10.76
2021-06-29,Mumbai,Andheri,8110.0,6333910,73,12.22
2021-06-30,Pune,Hinjewadi,10821.0,31413363,69,12.61
2021-07-01,Hyderabad,Jubilee Hills,8343.0,23619033,67,14.96
2021-07-02,Pune,Kharadi,11343.0,33166932,92,5.09
2021-07-03,Bengaluru,Electronic City,11699.0,29200704,89,9.97
2021-07-04,Pune,Kharadi,6521.0,23182155,96,-0.99
2021-07-05,Mumbai,Andheri,8562.0,5308440,77,0.58
2021-07-06,Chennai,OMR,14541.0,34214973,71,3.24
2021-07-07,Bengaluru,Indiranagar,10135.0,48982455,84,5.45
2021-07-08,Chennai,Anna Nagar,11827.0,52866690,66,13.42
2021-07-09,Pune,Baner,14659.0,56598399,72,12.89
2021-07-10,Pune,Hinjewadi,12023.0,22639309,57,12.67
2021-07-11,Hyderabad,Miyapur,4240.0,17973360,70,2.98
2021-07-12,Hyderabad,Madhapur,14929.0,74525568,81,12.68
2021-07-13,Hyderabad,Gachibowli,11751.0,29659524,79,11.74
2021-07-14,Pune,Baner,10060.0,27322960,81,3.78
2021-07-15,Bengaluru,HSR Layout,10488.0,6838176,62,3.99
2021-07-16,Pune,Kharadi,10013.0,5547202,60,0.79
2021-07-17,Hyderabad,Banjara Hills,4363.0,17325473,90,14.76
2021-07-18,Pune,Wakad,4699.0,8669655,81,3.08
2021-07-19,Bengaluru,Indiranagar,5363.0,6054827,80,6.2
2021-07-20,Bengaluru,Electronic City,14008.0,63554296,50,13.31
2021-07-21,Hyderabad,Miyapur,8386.0,36479100,65,-1.4
2021-07-22,Chennai,Anna Nagar,12132.0,33872544,69,2.03
2021-07-23,Chennai,Anna Nagar,13873.0,41119572,60,0.13
2021-07-24,Pune,Hinjewadi,7433.0,34890502,46,-1.75
2021-07-25,Bengaluru,Electronic City,8952.0,18333696,91,13.8
2021-07-26,Mumbai,Thane,13014.0,51574482,43,14.25
2021-07-27,Chennai,Anna Nagar,11232.0,28237248,76,-1.37
2021-07-28,Mumbai,Powai,7425.0,16758225,52,13.61
