Comparison_ID,Property_A_ID,Property_B_ID,Property_A_Price_INR,Property_B_Price_INR,Property_A_Area_sqft,Property_B_Area_sqft,Property_A_BHK,Property_B_BHK,Property_A_Investment_Score,Property_B_Investment_Score,Better_Property,Reason
3184,2044,3399,21900000,9400000,2791,2117,5,3,71,65,A,Higher investment score and better overall value.
3185,171,6671,20800000,7700000,1273,1483,3,4,54,90,B,Higher investment score and better overall value.
3186,5544,3195,14900000,13700000,1030,1647,1,5,80,54,A,Higher investment score and better overall value.
3187,7089,2102,12300000,7000000,1581,3982,1,5,77,92,B,Higher investment score and better overall value.
3188,1841,3131,10500000,9500000,1016,675,5,4,92,67,A,Higher investment score and better overall value.
3189,6780,1458,5400000,4500000,1387,3601,2,5,76,54,A,Higher investment score and better overall value.
3190,3999,2354,18800000,13400000,2704,3693,2,4,92,81,A,Higher investment score and better overall value.
3191,6850,3575,22100000,23100000,3511,970,1,3,65,81,B,Higher investment score and better overall value.
3192,295,5105,18600000,13300000,3932,3551,4,5,94,74,A,Higher investment score and better overall value.
3193,3574,5285,18500000,4200000,1834,973,1,3,94,67,A,Higher investment score and better overall value.
3194,7989,5775,19200000,24100000,2194,2159,2,1,88,75,A,Higher investment score and better overall value.
3195,6278,6437,4400000,19500000,2003,3925,5,3,51,90,B,Higher investment score and better overall value.
3196,369,2085,15100000,15100000,2311,1544,1,3,60,60,A,Higher investment score and better overall value.
3197,9990,8627,6100000,12500000,1167,2548,5,1,88,80,A,Higher investment score and better overall value.
3198,7477,1252,23100000,13200000,1272,1124,3,2,63,64,B,Higher investment score and better overall value.
3199,9194,118,4100000,7300000,780,1838,5,4,55,88,B,Higher investment score and better overall value.
3200,6791,9547,13000000,10500000,3346,2164,2,1,77,99,B,Higher investment score and better overall value.
3201,3151,6648,6600000,20500000,1082,740,2,3,92,50,A,Higher investment score and better overall value.
3202,1009,2736,8000000,15000000,877,1286,3,1,79,88,B,Higher investment score and better overall value.
3203,9854,7223,11100000,10500000,1151,2472,3,3,70,74,B,Higher investment score and better overall value.
3204,988,4200,20600000,24400000,3498,3275,1,5,100,88,A,Higher investment score and better overall value.
3205,2951,7417,5200000,10000000,955,1059,2,4,68,96,B,Higher investment score and better overall value.
3206,4250,7597,9900000,18400000,3113,1349,2,5,59,57,A,Higher investment score and better overall value.
3207,4438,1627,6000000,19400000,3371,3255,5,4,50,79,B,Higher investment score and better overall value.
3208,3028,1147,4100000,14200000,1969,2068,1,2,86,58,A,Higher investment score and better overall value.
3209,9809,3559,6700000,20900000,2359,3961,5,3,50,91,B,Higher investment score and better overall value.
3210,5176,5550,20300000,12100000,3789,3512,1,2,66,65,A,Higher investment score and better overall value.
3211,6779,8394,8600000,18200000,2234,3560,5,5,54,60,B,Higher investment score and better overall value.
3212,980,8529,9200000,10800000,3776,2713,4,4,95,50,A,Higher investment score and better overall value.
3213,530,4994,17100000,25000000,3968,2175,5,3,98,97,A,Higher investment score and better overall value.
3214,3158,3801,23300000,16300000,2208,2923,2,3,73,86,B,Higher investment score and better overall value.
3215,5083,1875,24100000,5400000,708,3279,2,3,94,72,A,Higher investment score and better overall value.
3216,800,7544,18300000,12400000,2156,1898,2,5,70,69,A,Higher investment score and better overall value.
3217,5584,9467,6400000,4300000,2080,2654,4,1,56,82,B,Higher investment score and better overall value.
3218,9156,8042,20600000,10400000,2845,1366,4,4,70,98,B,Higher investment score and better overall value.
3219,8067,8933,7400000,11800000,2748,3769,1,5,55,63,B,Higher investment score and better overall value.
3220,339,9325,11500000,19000000,2916,1369,5,1,76,70,A,Higher investment score and better overall value.
3221,8788,2059,14900000,5000000,2292,1444,1,5,83,99,B,Higher investment score and better overall value.
3222,8150,1259,5600000,6900000,3546,3777,1,1,92,95,B,Higher investment score and better overall value.
3223,35,1705,24900000,14200000,837,1614,2,1,85,76,A,Higher investment score and better overall value.
3224,9902,7787,4000000,20200000,1482,1610,4,5,51,50,A,Higher investment score and better overall value.
3225,6047,2209,21600000,22200000,2920,3710,1,1,65,99,B,Higher investment score and better overall value.
3226,9100,7937,22700000,16100000,3139,3577,1,1,98,62,A,Higher investment score and better overall value.
3227,6842,7745,20000000,12200000,2235,3500,5,5,51,77,B,Higher investment score and better overall value.
3228,3766,5517,5400000,13300000,2163,3110,4,2,60,99,B,Higher investment score and better overall value.
3229,2540,238,18100000,7600000,1277,3978,2,4,55,93,B,Higher investment score and better overall value.
3230,9308,550,15500000,16900000,2547,1304,3,5,70,60,A,Higher investment score and better overall value.
3231,638,1695,21200000,8800000,1951,2565,5,4,51,95,B,Higher investment score and better overall value.
3232,4001,8415,15600000,12800000,1206,1615,1,3,75,90,B,Higher investment score and better overall value.
3233,5093,820,18600000,16600000,2026,2821,3,4,99,52,A,Higher investment score and better overall value.
3234,6813,3968,20000000,5400000,3556,3452,1,2,88,84,A,Higher investment score and better overall value.
3235,8134,8197,19700000,15200000,1798,2061,4,5,68,75,B,Higher investment score and better overall value.
3236,5113,4101,8300000,11600000,754,2054,4,4,92,77,A,Higher investment score and better overall value.
3237,3642,6559,18500000,3800000,3965,3065,1,1,72,73,B,Higher investment score and better overall value.
3238,4717,3556,20900000,11600000,683,984,1,3,68,69,B,Higher investment score and better overall value.
3239,6080,7024,11400000,17600000,2015,3873,3,3,66,83,B,Higher investment score and better overall value.
3240,2617,9827,12000000,20100000,3747,2554,3,5,77,79,B,Higher investment score and better overall value.
3241,5944,4619,23400000,12400000,2600,1841,2,2,52,87,B,Higher investment score and better overall value.
3242,3071,8067,24900000,13300000,3571,3829,4,1,64,100,B,Higher investment score and better overall value.
3243,5273,9588,7900000,25000000,2878,1495,4,5,90,65,A,Higher investment score and better overall value.
3244,5305,4110,5000000,7700000,2422,3627,1,5,99,72,A,Higher investment score and better overall value.
3245,6629,268,24300000,21900000,1750,2023,4,4,53,90,B,Higher investment score and better overall value.
3246,1526,3621,16600000,23300000,2700,1527,3,2,66,78,B,Higher investment score and better overall value.
3247,6626,9511,24800000,12100000,2195,2566,5,3,73,51,A,Higher investment score and better overall value.
3248,312,4382,20900000,13300000,3270,2130,2,5,94,59,A,Higher investment score and better overall value.
3249,4405,3597,7100000,24000000,3031,1213,3,5,93,81,A,Higher investment score and better overall value.
3250,9848,8070,19800000,10800000,3477,1847,1,4,65,86,B,Higher investment score and better overall value.
3251,4888,8484,5400000,19600000,2271,3968,1,5,95,50,A,Higher investment score and better overall value.
3252,9988,8237,10000000,20600000,3276,2430,2,1,71,84,B,Higher investment score and better overall value.
3253,5636,9134,24100000,21400000,3481,3933,1,5,60,53,A,Higher investment score and better overall value.
3254,1568,3665,4400000,10100000,1142,1121,3,4,66,87,B,Higher investment score and better overall value.
3255,5936,5444,13900000,9800000,3502,753,1,5,65,72,B,Higher investment score and better overall value.
3256,8307,1874,20400000,15100000,668,1857,3,1,57,86,B,Higher investment score and better overall value.
3257,5022,88,15500000,23700000,2094,1392,1,5,93,62,A,Higher investment score and better overall value.
3258,5859,5338,18800000,21600000,3793,3333,2,4,100,88,A,Higher investment score and better overall value.
3259,5323,9601,20100000,13700000,2810,1391,3,2,95,61,A,Higher investment score and better overall value.
3260,6818,2356,20500000,17200000,2705,2948,1,4,77,92,B,Higher investment score and better overall value.
3261,6648,879,4000000,6600000,810,2712,2,2,91,93,B,Higher investment score and better overall value.
3262,6906,9956,12900000,11900000,910,2665,4,2,74,88,B,Higher investment score and better overall value.
3263,5569,5398,20400000,12900000,1405,3594,4,5,95,58,A,Higher investment score and better overall value.
3264,3889,6850,21700000,10600000,1486,2593,4,4,84,85,B,Higher investment score and better overall value.
3265,3329,607,12500000,11000000,3992,3863,1,4,96,92,A,Higher investment score and better overall value.
3266,1250,639,17100000,7400000,2961,3593,5,4,99,69,A,Higher investment score and better overall value.
3267,7073,3529,22200000,20900000,2637,2925,1,2,65,67,B,Higher investment score and better overall value.
3268,6839,2709,4400000,17600000,1545,1132,3,5,100,59,A,Higher investment score and better overall value.
3269,7454,9484,22400000,14000000,3679,2760,2,3,66,93,B,Higher investment score and better overall value.
3270,603,6330,18900000,16000000,3809,2198,2,3,57,64,B,Higher investment score and better overall value.
3271,9835,3821,5900000,9000000,748,3563,1,1,73,88,B,Higher investment score and better overall value.
3272,9943,355,17800000,18700000,2502,1822,5,3,79,66,A,Higher investment score and better overall value.
3273,6187,5930,23000000,13400000,3598,1404,4,5,93,51,A,Higher investment score and better overall value.
3274,8141,4837,11400000,8600000,885,1235,3,4,59,60,B,Higher investment score and better overall value.
3275,8549,8416,25000000,20200000,2699,1928,2,3,63,82,B,Higher investment score and better overall value.
3276,8002,5735,5500000,10500000,3318,3806,3,3,76,87,B,Higher investment score and better overall value.
3277,3459,1645,24300000,23700000,2595,3788,1,1,73,89,B,Higher investment score and better overall value.
3278,8052,2690,4000000,3900000,3150,1041,4,5,93,55,A,Higher investment score and better overall value.
3279,4389,8165,13800000,11200000,1096,826,5,2,90,93,B,Higher investment score and better overall value.
3280,989,8728,19100000,21200000,1556,3128,2,3,93,79,A,Higher investment score and better overall value.
3281,3093,2792,7000000,21300000,2968,1146,3,3,59,76,B,Higher investment score and better overall value.
3282,714,6692,17400000,22400000,3280,3864,4,2,99,56,A,Higher investment score and better overall value.
3283,1799,1510,24700000,12600000,1237,752,2,3,90,70,A,Higher investment score and better overall value.
3284,1918,724,8100000,4900000,3376,3136,3,4,89,51,A,Higher investment score and better overall value.
3285,29,9874,10500000,5900000,1388,949,5,1,50,87,B,Higher investment score and better overall value.
3286,1558,9982,15800000,17400000,1317,694,5,5,62,58,A,Higher investment score and better overall value.
3287,6053,8630,21900000,11400000,923,1271,2,2,57,80,B,Higher investment score and better overall value.
3288,6602,2780,3600000,9800000,2711,3312,2,2,86,55,A,Higher investment score and better overall value.
3289,7470,126,23700000,7800000,2995,3223,1,5,53,70,B,Higher investment score and better overall value.
3290,2476,2744,8600000,11100000,2136,3861,5,3,68,100,B,Higher investment score and better overall value.
3291,5672,3898,11200000,23900000,3568,1837,1,2,100,95,A,Higher investment score and better overall value.
3292,615,2282,11100000,22600000,3040,2072,3,5,51,60,B,Higher investment score and better overall value.
3293,5252,6195,12700000,6200000,1155,2345,5,5,68,57,A,Higher investment score and better overall value.
3294,9337,802,16600000,18700000,775,2495,5,2,84,60,A,Higher investment score and better overall value.
3295,6972,9998,23300000,9000000,2049,2653,1,2,63,70,B,Higher investment score and better overall value.
3296,6469,6995,23400000,23900000,968,879,3,3,93,99,B,Higher investment score and better overall value.
3297,7205,2345,16300000,9800000,1877,1021,2,1,68,91,B,Higher investment score and better overall value.
3298,4304,7513,6600000,6900000,2567,1344,2,2,81,56,A,Higher investment score and better overall value.
3299,6116,6814,17400000,14500000,2718,2453,2,3,79,67,A,Higher investment score and better overall value.
3300,5725,9054,23100000,12000000,3883,1503,4,2,84,96,B,Higher investment score and better overall value.
3301,9806,145,20000000,4900000,1592,3536,4,5,71,78,B,Higher investment score and better overall value.
3302,454,8177,11100000,23200000,3496,3873,5,5,64,81,B,Higher investment score and better overall value.
3303,7196,5064,21800000,15100000,2267,3619,3,5,96,52,A,Higher investment score and better overall value.
3304,8698,2409,18800000,24400000,767,971,3,2,51,91,B,Higher investment score and better overall value.
3305,4787,6226,12100000,8700000,3944,753,3,2,65,99,B,Higher investment score and better overall value.
3306,2200,6025,10900000,16900000,1455,797,2,3,71,86,B,Higher investment score and better overall value.
3307,7772,5014,17600000,21900000,3469,1576,3,3,97,80,A,Higher investment score and better overall value.
3308,9407,1468,4000000,14000000,816,1544,5,3,50,70,B,Higher investment score and better overall value.
3309,2278,6357,13200000,5300000,1450,2613,2,1,50,86,B,Higher investment score and better overall value.
3310,3273,5404,10300000,8500000,792,2667,3,4,56,84,B,Higher investment score and better overall value.
3311,3638,8907,10800000,11800000,2338,1235,4,2,62,82,B,Higher investment score and better overall value.
3312,2184,1023,7700000,4900000,2176,1146,5,5,64,69,B,Higher investment score and better overall value.
